idMao,idPartida,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,roboCartaVirada,humanoCartaVirada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,roboMentiuEnvido,humanoMentiuEnvido,roboMentiuFlor,humanoMentiuFlor,roboMentiuTruco,humanoMentiuTruco,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,hasDeception,roboMentiuRound1,humanoMentiuRound1,roboMentiuRound2,humanoMentiuRound2,roboMentiuRound3,humanoMentiuRound3,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,primeiraCartaHumanoClustering,segundaCartaHumanoClustering,d,primeiraCartaRoboClustering,segundaCartaRoboClustering,terceiraCartaRoboClustering,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,cartaAltaRoboClustering,cartaMediaRoboClustering,cartaBaixaRoboClustering,clusterPrimeiraCartaAgentePe,clusterSegundaCartaAgenteGanhouAprimeira,clusterSegundaCartaAgentePerdeuAprimeira,clusterTerceiraCartaAgenteGanhouAsegunda,clusterGanhadorUltimaRodada,clusterTerceiraCartaAgentePerdeuAsegunda,clusterPrimeiraCartaAgenteMao,clusterQuemTruco,clusterQuandoTruco,ganhadorPrimeiraRodadaClustering,ganhadorSegundaRodadaClustering,ganhadorTerceiraRodadaClustering,ganhadorMao,clusterQuemEnvidoAgenteMao,clusterQuemFlor,id,saldoTruco,saldoEnvido,saldoFlor,clusterQuemEnvidoAgentePe,clusteringindexacao
567,b66cfa95-997e-4b99-9a8a-8128da0cf2bf,1,24,6,2,42,7,6,24,6,6,7,-15,null,1,2,2,null,null,0,0,0,28,7,0,0,0,1,null,null,null,null,null,null,null,null,null,2,3,0,0,0,0,1,2,1,1,2,4,3,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,31,COPAS,COPAS,COPAS,ESPADAS,OURO,BASTOS,COPAS,BASTOS,COPAS,OURO,null,null,0,0,0,0,7,7,-15,144,80,-15,null,null,16,7,3,0,2,0,0,null,2,3,5,5,1,2,2,1,3,null,496,-1,-1,null,0,null
568,b66cfa95-997e-4b99-9a8a-8128da0cf2bf,2,16,8,2,16,3,2,2,2,16,16,-50,3,0,1,1,null,null,1,0,0,25,27,0,2,2,null,null,null,null,null,null,null,null,1,null,2,2,1,3,0,0,2,1,2,4,3,6,5,4,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,23,null,null,COPAS,BASTOS,BASTOS,ESPADAS,COPAS,ESPADAS,BASTOS,ESPADAS,COPAS,ESPADAS,null,COPAS,0,0,0,0,3,16,-50,43,144,-50,null,null,16,7,3,5,0,0,2,null,0,0,5,2,0,1,1,1,0,null,497,2,-2,null,5,null
569,b66cfa95-997e-4b99-9a8a-8128da0cf2bf,1,24,16,7,7,6,1,16,1,7,null,-50,null,1,1,1,null,null,1,0,0,25,24,2,1,1,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,6,5,8,5,null,null,null,null,null,null,2,2,null,null,null,null,null,null,null,null,null,null,null,COPAS,COPAS,OURO,COPAS,OURO,COPAS,COPAS,COPAS,OURO,null,null,null,0,0,0,0,3,-50,-50,80,-50,-50,null,null,16,16,7,0,1,0,2,null,0,5,1,3,1,1,1,1,5,null,498,1,1,null,0,null
570,b66cfa95-997e-4b99-9a8a-8128da0cf2bf,2,52,24,7,8,6,2,7,2,-50,null,-50,null,1,1,1,null,null,0,0,0,23,5,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,2,1,1,8,5,9,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,OURO,OURO,ESPADAS,OURO,COPAS,OURO,COPAS,null,null,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,51,16,7,1,1,0,2,null,0,0,5,5,1,1,1,1,0,null,499,1,1,null,5,null
571,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,52,8,7,24,12,2,7,12,8,2,52,24,2,1,1,null,null,0,0,0,1,24,0,0,0,null,null,null,null,null,null,null,null,null,null,2,2,1,2,0,0,0,1,3,1,0,4,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,OURO,COPAS,COPAS,COPAS,BASTOS,COPAS,COPAS,OURO,BASTOS,ESPADAS,COPAS,0,0,0,0,12,3,16,43,80,144,null,null,51,7,7,0,0,1,1,null,0,1,3,2,2,1,1,1,3,null,500,3,1,null,0,null
572,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,40,24,8,24,16,1,24,16,8,24,40,1,1,2,1,null,null,2,0,1,30,26,0,1,5,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,0,1,2,4,0,11,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,OURO,OURO,COPAS,COPAS,BASTOS,BASTOS,OURO,BASTOS,COPAS,COPAS,OURO,BASTOS,0,0,0,0,16,16,3,80,43,144,null,null,41,16,7,1,2,0,0,null,1,0,1,3,1,2,1,1,0,null,501,2,5,null,6,null
573,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,24,2,2,8,8,6,2,6,24,8,2,null,2,1,2,null,null,2,0,0,5,20,1,2,1,null,null,null,null,null,null,null,null,null,null,1,2,2,3,0,0,1,2,2,11,0,11,3,null,3,null,null,null,null,null,null,null,null,null,null,1,null,null,23,null,null,null,ESPADAS,BASTOS,COPAS,OURO,ESPADAS,ESPADAS,COPAS,ESPADAS,ESPADAS,ESPADAS,BASTOS,null,0,0,0,0,7,7,-15,43,144,43,null,null,16,3,3,0,0,3,1,null,0,5,4,2,2,1,2,1,1,null,502,-2,-1,null,0,null
574,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,24,6,2,16,7,4,2,7,24,16,6,4,2,1,1,null,null,0,0,0,5,7,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,2,3,0,0,0,1,3,11,3,14,3,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,null,null,COPAS,ESPADAS,BASTOS,BASTOS,ESPADAS,COPAS,BASTOS,ESPADAS,COPAS,BASTOS,ESPADAS,COPAS,0,0,0,0,7,16,3,43,144,80,null,null,16,7,3,5,0,2,1,null,0,0,3,2,2,1,1,1,0,null,503,0,-1,null,5,null
575,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,6,6,4,16,12,4,6,12,-15,null,-15,null,2,2,2,null,null,2,0,0,27,30,0,1,2,null,null,null,null,null,null,null,null,2,null,2,2,0,0,0,0,1,2,1,14,3,16,4,null,4,null,null,null,null,null,null,null,null,null,null,1,14,null,null,null,null,null,BASTOS,OURO,BASTOS,COPAS,COPAS,COPAS,OURO,COPAS,null,null,null,null,0,0,0,0,12,-15,-15,80,-15,-15,null,null,7,7,3,0,0,4,0,null,2,5,5,5,2,2,2,2,1,null,504,0,2,null,0,null
576,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,3,2,1,7,7,3,1,7,2,3,-15,null,2,2,2,null,null,2,0,1,29,26,0,1,5,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,2,1,16,4,21,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BASTOS,COPAS,COPAS,ESPADAS,COPAS,COPAS,COPAS,COPAS,COPAS,COPAS,null,null,0,0,0,0,7,3,-15,43,-15,-15,null,null,3,3,3,5,0,4,0,null,2,0,1,3,2,2,2,2,0,null,505,0,5,null,6,null
577,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,16,8,4,50,7,1,8,1,4,7,-10,50,1,2,2,null,null,1,0,0,27,4,0,1,2,null,null,null,null,null,null,null,null,2,null,2,3,0,0,0,0,0,2,2,21,5,23,7,null,4,null,null,null,null,1,3,null,null,null,null,1,null,null,null,null,null,31,OURO,COPAS,COPAS,BASTOS,OURO,COPAS,COPAS,COPAS,COPAS,OURO,null,BASTOS,0,0,0,0,3,7,-15,80,43,-10,null,null,16,7,3,0,2,0,0,null,2,5,1,5,1,2,2,1,3,null,506,0,2,null,0,null
578,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,24,7,1,50,40,6,7,6,24,40,1,50,1,2,2,null,null,0,0,0,4,7,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,2,2,0,0,0,2,3,23,7,23,10,null,null,null,null,null,null,null,null,null,null,null,null,1,14,null,23,null,null,null,OURO,BASTOS,COPAS,BASTOS,OURO,COPAS,BASTOS,COPAS,OURO,OURO,COPAS,BASTOS,0,0,0,0,7,41,-15,80,144,43,null,null,16,7,3,4,2,0,0,null,2,0,3,2,1,2,2,1,0,null,507,0,2,null,5,null
579,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,24,12,8,40,12,3,8,12,-10,40,-10,null,2,2,2,null,null,0,0,2,23,33,1,2,1,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,0,2,2,23,10,23,13,null,null,null,null,null,null,1,2,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,OURO,ESPADAS,OURO,COPAS,OURO,ESPADAS,COPAS,null,OURO,null,null,0,0,0,0,12,41,-15,43,-15,-15,null,null,16,12,7,0,0,4,0,null,2,5,1,5,2,2,2,2,4,null,508,0,-1,null,0,null
580,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,12,7,2,24,7,4,12,7,7,24,2,4,1,2,2,null,null,2,0,0,5,30,1,2,1,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,0,2,2,23,13,23,16,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,23,null,null,null,COPAS,ESPADAS,OURO,BASTOS,COPAS,BASTOS,COPAS,COPAS,ESPADAS,BASTOS,OURO,BASTOS,0,0,0,0,7,16,-15,144,80,43,null,null,12,7,3,4,2,0,0,null,2,0,1,5,1,2,2,1,0,null,509,0,-1,null,6,null
581,0f2c8727-41df-4143-9dae-d0a7fba682a9,1,24,16,2,40,8,3,16,3,24,40,2,8,1,2,2,null,null,1,0,0,25,26,0,2,2,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,0,2,2,23,16,23,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,OURO,OURO,BASTOS,OURO,COPAS,COPAS,OURO,COPAS,OURO,OURO,BASTOS,COPAS,0,0,0,0,3,41,-15,80,144,43,null,null,16,16,3,0,2,0,0,null,2,5,1,5,1,2,2,1,3,null,510,0,-2,null,0,null
582,0f2c8727-41df-4143-9dae-d0a7fba682a9,2,42,8,7,16,12,1,7,12,42,16,8,1,2,1,1,null,null,0,0,0,7,4,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,2,3,0,0,0,1,3,23,20,26,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,COPAS,BASTOS,COPAS,OURO,BASTOS,BASTOS,OURO,ESPADAS,COPAS,COPAS,BASTOS,0,0,0,0,12,16,3,43,144,80,null,null,41,7,7,1,0,2,1,null,0,0,3,2,2,1,1,1,0,null,511,0,-2,null,5,null
584,34e4f90c-7701-4c51-8dd7-828e2e3c29e3,1,24,16,6,24,16,8,24,8,-1,16,16,24,1,2,2,2,null,0,0,0,3,3,0,0,0,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,0,2,2,0,0,0,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BASTOS,COPAS,OURO,ESPADAS,BASTOS,OURO,BASTOS,OURO,null,BASTOS,COPAS,ESPADAS,0,0,0,0,7,16,-15,144,-1,80,null,null,16,16,7,0,1,0,0,null,1,3,1,5,1,2,2,1,3,null,513,0,-2,null,0,null
585,ae171fb1-d6c9-488e-a50b-4cdd0c5bb9ac,1,6,4,2,16,3,3,6,16,4,3,2,3,2,1,2,null,null,1,0,0,25,28,0,2,2,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,0,2,2,0,3,0,7,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,23,null,null,ESPADAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,ESPADAS,ESPADAS,0,0,0,0,16,3,-15,144,80,43,null,null,7,3,3,0,0,1,1,null,0,3,1,5,2,1,2,1,3,null,514,0,-2,null,0,null
586,ae171fb1-d6c9-488e-a50b-4cdd0c5bb9ac,2,24,8,3,24,12,2,24,12,3,2,-50,null,1,1,1,null,null,0,0,2,6,26,0,2,3,null,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,0,1,2,0,7,2,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,COPAS,BASTOS,BASTOS,COPAS,COPAS,ESPADAS,COPAS,BASTOS,COPAS,null,null,0,0,0,0,12,-50,-50,144,-50,-50,null,null,16,7,3,4,1,0,2,null,0,0,1,3,1,1,1,1,0,null,515,0,-3,null,1,null
587,dcd2c5e2-8897-4415-87ee-73a97a303256,2,16,3,2,42,16,2,2,42,16,16,-15,null,2,0,2,null,null,0,0,0,31,7,0,0,0,null,null,null,null,null,null,null,null,null,null,2,1,1,1,0,0,0,2,3,0,0,0,3,null,5,null,null,null,null,null,null,null,null,null,null,1,15,null,null,null,null,null,COPAS,BASTOS,BASTOS,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,COPAS,BASTOS,null,null,0,0,0,0,41,16,-15,43,144,-15,null,null,16,3,3,3,0,2,0,null,0,0,3,3,2,0,2,2,0,null,516,0,-3,null,5,null
588,5738568a-bf6d-461f-8172-fbfcc6fbd16e,1,40,8,3,24,7,7,40,7,8,24,3,7,1,2,2,null,null,0,0,0,27,3,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,2,1,1,2,0,2,4,0,0,0,4,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,OURO,OURO,BASTOS,ESPADAS,BASTOS,OURO,OURO,OURO,OURO,ESPADAS,BASTOS,BASTOS,0,0,0,0,7,16,-15,144,80,43,null,null,41,7,3,0,2,0,0,null,2,4,3,1,1,2,2,1,3,null,517,0,-3,null,0,null
589,5738568a-bf6d-461f-8172-fbfcc6fbd16e,2,42,12,8,16,3,3,8,3,42,3,-50,null,1,1,1,null,null,2,0,0,27,6,1,2,1,null,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,0,1,2,0,4,2,5,null,1,null,null,null,null,null,null,null,null,null,null,1,null,15,null,null,null,null,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,OURO,ESPADAS,ESPADAS,ESPADAS,OURO,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,41,12,7,1,1,0,2,null,0,0,1,3,1,1,1,1,0,null,518,0,-1,null,6,null
590,5738568a-bf6d-461f-8172-fbfcc6fbd16e,1,52,50,7,24,24,16,50,16,52,24,-50,null,1,1,1,null,null,0,0,0,1,3,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,2,1,0,0,0,1,3,2,5,5,5,null,null,null,null,null,null,null,null,null,null,null,null,1,13,null,null,null,null,null,ESPADAS,BASTOS,COPAS,OURO,BASTOS,COPAS,BASTOS,COPAS,ESPADAS,OURO,null,null,0,0,0,0,16,-50,-50,80,-50,-50,null,null,51,51,7,0,1,0,2,null,0,1,3,3,1,1,1,1,3,null,519,0,-1,null,0,null
591,5738568a-bf6d-461f-8172-fbfcc6fbd16e,2,40,24,6,12,7,1,24,12,40,-1,-50,null,1,1,1,null,2,0,2,0,30,21,0,1,19,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,null,null,5,5,24,5,null,1,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,OURO,OURO,ESPADAS,COPAS,COPAS,BASTOS,OURO,COPAS,OURO,BASTOS,null,null,0,0,0,0,12,-50,-50,80,-50,-50,null,null,41,16,7,1,1,0,2,null,0,0,1,3,1,1,1,1,0,null,520,0,19,null,3,null
592,5738568a-bf6d-461f-8172-fbfcc6fbd16e,2,16,2,1,16,7,2,1,2,16,7,2,16,2,1,2,null,null,0,0,0,27,27,0,0,0,2,null,null,null,null,null,null,null,null,null,2,2,1,3,2,3,0,2,4,24,5,0,7,null,null,null,null,null,null,null,null,null,null,null,null,1,14,null,null,23,31,31,COPAS,COPAS,BASTOS,BASTOS,BASTOS,BASTOS,BASTOS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,0,0,0,0,3,7,-15,43,144,80,null,null,16,3,3,5,0,3,1,null,0,0,2,4,2,1,2,1,0,null,521,0,19,null,5,null
593,f2833839-816e-4449-b06d-55944fc6f00e,1,50,4,4,24,6,2,50,null,-15,null,-15,null,2,2,2,null,null,1,0,0,28,28,0,0,0,2,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,1,2,1,0,7,0,11,null,null,null,null,null,null,null,null,null,null,null,null,1,null,15,null,null,null,null,BASTOS,COPAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,BASTOS,null,null,null,null,null,0,0,0,0,-15,-15,-15,144,-15,-15,null,null,51,3,3,0,0,4,0,null,2,4,5,3,2,2,2,2,3,null,522,0,19,null,0,null
594,f2833839-816e-4449-b06d-55944fc6f00e,2,52,8,2,42,8,4,8,8,52,42,-50,null,0,1,1,null,null,0,0,2,5,27,1,2,1,null,null,null,null,null,null,null,null,null,null,2,2,1,2,0,0,0,1,3,0,11,3,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,BASTOS,OURO,ESPADAS,ESPADAS,COPAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,null,null,0,0,0,0,7,41,-50,80,144,-50,null,null,51,7,3,1,0,0,2,null,0,0,3,2,0,1,1,1,0,null,523,0,-1,null,1,null
595,f2833839-816e-4449-b06d-55944fc6f00e,1,24,8,2,42,8,2,8,8,24,42,-15,null,0,2,2,null,null,0,0,0,5,7,0,0,0,null,null,null,null,null,null,null,null,null,null,2,1,1,2,2,2,0,2,4,3,12,3,16,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,23,null,null,null,OURO,ESPADAS,COPAS,ESPADAS,BASTOS,OURO,ESPADAS,BASTOS,OURO,ESPADAS,null,null,0,0,0,0,7,41,-15,80,144,-15,null,null,16,7,3,0,0,0,0,null,2,5,2,1,0,2,2,2,3,null,524,0,-1,null,0,null
596,f2833839-816e-4449-b06d-55944fc6f00e,2,7,6,3,8,7,1,3,1,7,8,-15,null,1,2,2,null,null,2,0,0,20,24,0,2,2,null,null,null,null,null,null,null,null,null,null,1,2,2,3,0,0,1,2,2,3,16,3,20,null,null,null,null,null,null,null,null,null,null,null,null,1,14,null,23,null,null,31,COPAS,COPAS,BASTOS,COPAS,OURO,COPAS,BASTOS,COPAS,COPAS,COPAS,null,null,0,0,0,0,3,7,-15,43,144,-15,null,null,7,7,3,5,2,0,0,null,2,0,4,2,1,2,2,1,0,null,525,0,-2,null,6,null
597,f2833839-816e-4449-b06d-55944fc6f00e,1,8,7,3,12,6,4,8,null,-15,null,-15,null,2,2,2,null,null,0,0,0,26,7,0,0,0,1,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,1,2,1,3,20,6,21,null,null,null,null,null,null,null,null,null,null,null,null,1,null,15,null,null,null,null,OURO,OURO,OURO,COPAS,ESPADAS,BASTOS,OURO,null,null,null,null,null,0,0,0,0,-15,-15,-15,144,-15,-15,null,null,7,7,3,0,0,4,0,null,2,3,5,3,2,2,2,2,3,null,526,0,-2,null,0,null
598,f2833839-816e-4449-b06d-55944fc6f00e,2,50,12,6,40,24,3,50,24,12,40,6,3,1,2,1,null,null,0,0,0,1,7,0,0,0,null,null,null,null,null,null,null,null,null,null,2,1,1,1,2,1,0,1,4,6,21,10,21,null,null,null,null,null,null,null,null,null,null,null,null,1,null,13,null,null,null,null,BASTOS,COPAS,OURO,OURO,COPAS,ESPADAS,BASTOS,COPAS,COPAS,OURO,OURO,ESPADAS,0,0,0,0,16,41,3,144,80,43,null,null,51,12,7,4,2,0,0,null,2,0,2,3,1,2,1,1,0,null,527,0,-2,null,5,null
599,f2833839-816e-4449-b06d-55944fc6f00e,1,7,2,2,24,6,3,7,null,-15,null,-15,null,2,2,2,null,null,0,0,2,5,26,1,2,1,null,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,1,2,1,10,21,10,23,null,null,null,null,null,null,null,null,null,null,null,null,1,14,15,null,null,null,null,OURO,COPAS,ESPADAS,BASTOS,OURO,OURO,OURO,null,null,null,null,null,0,0,0,0,-15,-15,-15,144,-15,-15,null,null,7,3,3,0,0,4,0,null,2,3,5,3,2,2,2,2,4,null,528,0,-1,null,0,null
600,f2833839-816e-4449-b06d-55944fc6f00e,2,50,16,2,16,8,6,16,16,50,8,-50,null,0,1,1,null,null,0,0,0,26,2,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,0,1,2,10,23,12,23,null,null,null,null,null,null,null,null,null,null,null,null,1,13,14,null,null,null,null,BASTOS,COPAS,BASTOS,OURO,ESPADAS,BASTOS,COPAS,OURO,BASTOS,ESPADAS,null,null,0,0,0,0,16,7,-50,80,144,-50,null,null,51,16,3,1,0,0,2,null,0,0,1,5,0,1,1,1,0,null,529,0,-1,null,5,null
601,f2833839-816e-4449-b06d-55944fc6f00e,1,16,8,8,50,6,4,16,null,-15,null,-15,null,2,2,2,null,null,2,0,0,2,21,0,2,2,null,null,null,null,null,null,null,null,null,null,2,1,0,0,0,0,1,2,1,12,23,12,26,null,3,null,null,null,null,null,null,null,null,null,null,1,14,null,null,null,null,null,OURO,ESPADAS,COPAS,BASTOS,BASTOS,COPAS,OURO,null,null,null,null,null,0,0,0,0,-15,-15,-15,144,-15,-15,null,null,16,7,7,0,0,4,0,null,2,3,5,3,2,2,2,2,1,null,530,0,-2,null,0,null
602,b9dde614-1117-49a9-a56a-a90dbe1b7e42,1,7,7,4,24,12,1,7,12,-15,null,-15,null,2,2,2,null,null,0,0,1,27,27,0,1,3,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,1,2,1,0,0,3,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,OURO,COPAS,COPAS,BASTOS,COPAS,BASTOS,COPAS,COPAS,null,null,null,null,0,0,0,0,12,-15,-15,80,-15,-15,null,null,7,7,3,0,0,4,0,null,2,5,5,5,2,2,2,2,3,null,531,0,3,null,0,null
603,b9dde614-1117-49a9-a56a-a90dbe1b7e42,2,40,3,2,12,8,1,-50,12,-50,null,-50,null,1,1,1,null,null,2,1,0,32,24,2,1,2,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,3,1,6,1,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,OURO,ESPADAS,OURO,COPAS,OURO,OURO,null,COPAS,null,null,null,null,0,0,0,0,12,-50,-50,-50,-50,-50,null,null,41,3,3,2,1,0,2,null,0,0,5,3,1,1,1,1,0,null,532,0,2,null,4,null
604,b9dde614-1117-49a9-a56a-a90dbe1b7e42,1,8,6,2,40,16,16,8,16,-15,null,-15,null,2,2,2,null,null,0,0,0,5,29,0,0,0,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,1,2,1,6,1,6,2,null,null,null,null,null,null,null,null,null,null,null,null,1,14,13,null,null,null,null,BASTOS,ESPADAS,OURO,OURO,ESPADAS,OURO,BASTOS,ESPADAS,null,null,null,null,0,0,0,0,16,-15,-15,144,-15,-15,null,null,7,7,3,0,0,4,0,null,2,3,5,5,2,2,2,2,3,null,533,0,2,null,0,null
605,b9dde614-1117-49a9-a56a-a90dbe1b7e42,2,42,40,3,7,3,1,-50,null,-50,null,-50,null,1,1,1,null,null,2,1,0,33,30,0,1,22,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,6,2,29,2,null,null,null,null,null,null,2,1,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,OURO,ESPADAS,OURO,BASTOS,BASTOS,null,null,null,null,null,null,0,0,0,0,-50,-50,-50,-50,-50,-50,null,null,41,41,3,2,1,0,2,null,0,0,1,3,1,1,1,1,0,null,534,0,22,null,6,null
606,b9dde614-1117-49a9-a56a-a90dbe1b7e42,2,4,4,2,2,1,1,-50,2,-50,null,-50,null,1,1,1,null,null,0,0,0,32,5,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,29,2,1,0,null,null,null,null,null,null,null,null,null,null,null,null,1,15,14,null,null,null,null,COPAS,BASTOS,COPAS,OURO,COPAS,ESPADAS,null,OURO,null,null,null,null,0,0,0,0,3,-50,-50,-50,-50,-50,null,null,3,3,3,2,1,0,2,null,0,0,5,3,1,1,1,1,0,null,535,0,22,null,5,null
607,fba65f48-8c65-4b29-b1f7-00d6b92a26ac,1,16,12,3,2,2,1,-50,null,-50,null,-50,null,1,1,1,null,null,1,2,0,27,29,1,2,2,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,1,0,2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,COPAS,OURO,OURO,BASTOS,OURO,BASTOS,null,null,null,null,null,null,0,0,0,0,-50,-50,-50,-50,-50,-50,null,null,16,12,3,0,1,0,2,null,0,2,5,3,1,1,1,1,2,null,536,0,-2,null,0,null
608,fba65f48-8c65-4b29-b1f7-00d6b92a26ac,2,16,3,2,42,3,1,2,42,3,1,-50,null,2,1,1,null,null,0,2,0,31,33,1,2,1,null,null,null,null,null,null,null,null,null,null,2,1,1,3,0,0,2,1,2,2,2,4,3,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,31,null,OURO,BASTOS,BASTOS,ESPADAS,ESPADAS,BASTOS,BASTOS,ESPADAS,BASTOS,BASTOS,null,null,0,0,0,0,41,3,-50,43,80,-50,null,null,16,3,3,3,0,1,2,null,0,0,5,2,2,1,1,1,0,null,537,0,-1,null,3,null
609,fba65f48-8c65-4b29-b1f7-00d6b92a26ac,1,24,24,6,7,6,6,24,6,-50,null,-50,null,1,1,1,null,null,0,0,0,3,20,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,2,1,1,4,3,5,3,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,OURO,COPAS,BASTOS,COPAS,COPAS,ESPADAS,OURO,ESPADAS,null,null,null,null,0,0,0,0,7,-50,-50,80,-50,-50,null,null,16,16,7,0,1,0,2,null,0,5,5,5,1,1,1,1,3,null,538,0,-1,null,0,null
