idMao,idPartida,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,roboCartaVirada,humanoCartaVirada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,roboMentiuEnvido,humanoMentiuEnvido,roboMentiuFlor,humanoMentiuFlor,roboMentiuTruco,humanoMentiuTruco,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,hasDeception,roboMentiuRound1,humanoMentiuRound1,roboMentiuRound2,humanoMentiuRound2,roboMentiuRound3,humanoMentiuRound3,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,primeiraCartaHumanoClustering,segundaCartaHumanoClustering,d,primeiraCartaRoboClustering,segundaCartaRoboClustering,terceiraCartaRoboClustering,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,cartaAltaRoboClustering,cartaMediaRoboClustering,cartaBaixaRoboClustering,clusterPrimeiraCartaAgentePe,clusterSegundaCartaAgenteGanhouAprimeira,clusterSegundaCartaAgentePerdeuAprimeira,clusterTerceiraCartaAgenteGanhouAsegunda,clusterGanhadorUltimaRodada,clusterTerceiraCartaAgentePerdeuAsegunda,clusterPrimeiraCartaAgenteMao,clusterQuemTruco,clusterQuandoTruco,ganhadorPrimeiraRodadaClustering,ganhadorSegundaRodadaClustering,ganhadorTerceiraRodadaClustering,ganhadorMao,clusterQuemEnvidoAgenteMao,clusterQuemFlor,id,saldoTruco,saldoEnvido,saldoFlor,clusterQuemEnvidoAgentePe,clusteringindexacao
703,f0943065-8e30-4143-aa1d-93638452c213,1,16,16,8,7,4,1,8,1,16,4,-50,null,1,1,1,null,null,1,0,0,22,7,0,1,2,null,null,null,null,null,null,null,null,2,null,1,2,0,0,0,0,0,null,null,23,17,25,17,1,4,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,ESPADAS,COPAS,COPAS,OURO,BASTOS,COPAS,COPAS,COPAS,COPAS,BASTOS,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,16,16,7,0,1,0,2,null,0,5,1,5,1,1,1,1,3,null,632,0,2,null,0,null
704,f0943065-8e30-4143-aa1d-93638452c213,2,50,12,1,24,7,4,50,4,1,7,12,24,1,2,2,null,null,0,0,0,25,7,0,0,0,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,0,2,2,25,17,0,2,null,5,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,BASTOS,COPAS,COPAS,COPAS,ESPADAS,BASTOS,BASTOS,BASTOS,COPAS,ESPADAS,COPAS,COPAS,0,0,0,0,3,7,-15,144,43,80,null,null,51,12,3,4,2,0,0,null,1,0,1,5,1,2,2,1,0,null,633,0,2,null,5,null
705,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,40,24,3,24,6,1,3,6,40,1,24,24,2,1,0,null,null,1,0,0,29,23,2,1,1,null,null,null,null,null,null,null,null,null,null,1,3,2,3,0,0,0,2,3,0,2,1,5,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,31,31,OURO,ESPADAS,ESPADAS,BASTOS,BASTOS,OURO,ESPADAS,BASTOS,OURO,OURO,ESPADAS,BASTOS,0,0,0,0,7,3,16,43,144,80,null,null,41,16,3,0,0,3,1,null,0,1,3,2,2,1,0,1,5,null,634,0,1,null,0,null
706,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,16,7,3,24,6,4,7,4,3,6,16,24,1,2,2,null,null,1,0,0,22,30,0,2,2,null,null,null,null,null,null,null,null,1,null,0,0,0,0,0,0,0,2,1,1,5,1,8,4,2,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,OURO,OURO,COPAS,COPAS,BASTOS,COPAS,OURO,COPAS,COPAS,BASTOS,OURO,COPAS,0,0,0,0,3,7,-15,80,43,144,null,null,16,7,3,4,2,0,0,null,1,0,1,3,1,2,2,1,0,null,635,0,-2,null,5,null
707,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,12,4,1,16,7,4,1,4,12,7,4,16,2,1,2,null,null,0,0,0,7,27,0,0,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,2,1,1,8,1,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,OURO,BASTOS,COPAS,OURO,COPAS,COPAS,COPAS,COPAS,OURO,COPAS,BASTOS,OURO,0,0,0,0,3,7,-15,43,144,80,null,null,12,3,3,0,0,3,1,null,0,5,1,3,2,1,2,1,3,null,636,0,-2,null,0,null
708,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,24,6,3,24,12,1,3,1,6,12,24,24,1,2,0,null,null,2,0,0,29,27,0,2,2,null,null,null,null,null,null,null,null,1,null,0,0,0,0,0,0,0,1,1,1,9,2,11,4,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,OURO,COPAS,OURO,ESPADAS,OURO,ESPADAS,OURO,ESPADAS,COPAS,OURO,OURO,ESPADAS,0,0,0,0,3,12,16,43,80,144,null,null,16,7,3,5,2,0,0,null,1,0,1,3,1,2,0,1,0,null,637,0,-2,null,6,null
709,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,50,8,1,52,7,6,1,6,8,7,50,52,2,1,2,null,null,0,0,1,25,21,2,1,1,null,null,null,null,null,null,null,null,null,null,1,2,2,3,0,0,0,2,3,2,11,3,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BASTOS,COPAS,BASTOS,ESPADAS,ESPADAS,BASTOS,BASTOS,BASTOS,COPAS,ESPADAS,BASTOS,ESPADAS,0,0,0,0,7,7,-15,43,80,144,null,null,51,7,3,0,0,1,1,null,0,1,3,2,2,1,2,1,5,null,638,0,1,null,0,null
710,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,24,24,8,16,16,12,24,12,8,16,24,16,1,2,1,null,null,1,0,0,23,2,2,1,1,null,null,null,null,null,null,null,null,null,null,2,3,0,0,0,0,0,1,2,3,14,6,14,3,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,ESPADAS,COPAS,COPAS,OURO,ESPADAS,COPAS,COPAS,COPAS,COPAS,OURO,ESPADAS,ESPADAS,0,0,0,0,12,16,16,80,43,80,null,null,16,16,7,4,2,0,0,null,1,0,1,5,1,2,1,1,0,null,639,0,1,null,4,null
711,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,42,16,8,7,6,1,-50,null,-50,null,-50,null,1,1,1,null,null,0,0,0,7,24,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,6,14,7,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,COPAS,BASTOS,COPAS,BASTOS,COPAS,null,null,null,null,null,null,0,0,0,0,-50,-50,-50,-50,-50,-50,null,null,41,16,7,0,1,0,2,null,0,2,5,3,1,1,1,1,3,null,640,0,1,null,0,null
712,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,16,16,12,42,16,6,16,6,12,16,16,42,1,2,2,null,null,2,0,0,2,27,1,2,1,null,null,null,null,null,null,null,null,null,null,2,3,0,0,0,0,0,2,2,7,14,7,17,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,31,BASTOS,OURO,COPAS,ESPADAS,COPAS,ESPADAS,OURO,ESPADAS,COPAS,COPAS,BASTOS,ESPADAS,0,0,0,0,7,16,-15,80,43,80,null,null,16,16,12,4,2,0,0,null,1,0,1,5,1,2,2,1,0,null,641,0,-1,null,6,null
713,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,8,8,6,8,7,3,6,7,8,3,-50,null,2,1,1,null,null,0,0,0,0,26,0,0,0,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,2,1,1,7,17,8,17,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,31,null,ESPADAS,OURO,BASTOS,COPAS,ESPADAS,COPAS,BASTOS,ESPADAS,ESPADAS,COPAS,null,null,0,0,0,0,7,3,-50,43,80,-50,null,null,7,7,7,0,0,1,2,null,0,5,5,5,2,1,1,1,3,null,642,0,-1,null,0,null
714,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,42,8,4,52,16,8,8,8,4,16,-15,null,0,2,2,null,null,1,0,0,27,21,0,2,2,null,null,null,null,null,null,null,null,1,null,0,0,0,0,0,0,0,2,1,8,17,8,20,4,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,ESPADAS,COPAS,COPAS,ESPADAS,COPAS,ESPADAS,COPAS,ESPADAS,COPAS,COPAS,null,null,0,0,0,0,7,16,-15,80,43,-15,null,null,41,7,3,1,0,0,0,null,2,0,1,3,0,2,2,2,0,null,643,0,-2,null,5,null
715,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,24,16,7,42,6,1,7,6,16,42,24,1,1,2,1,null,null,1,0,0,23,27,0,1,2,null,null,null,null,null,null,null,null,2,null,2,2,0,0,0,0,0,1,2,8,20,12,20,1,4,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,BASTOS,ESPADAS,BASTOS,ESPADAS,ESPADAS,BASTOS,BASTOS,ESPADAS,ESPADAS,ESPADAS,BASTOS,BASTOS,0,0,0,0,7,41,3,43,80,144,null,null,16,16,7,0,2,0,0,null,1,5,1,5,1,2,1,1,3,null,644,0,2,null,0,null
716,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,24,8,3,52,16,1,3,1,-50,null,-50,null,1,1,1,null,null,0,0,0,6,4,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,2,1,1,12,20,13,20,null,null,null,null,null,null,null,null,null,null,null,null,1,null,13,23,null,null,null,OURO,COPAS,ESPADAS,ESPADAS,COPAS,OURO,ESPADAS,OURO,null,null,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,16,7,3,5,1,0,2,null,0,0,5,5,1,1,1,1,0,null,645,0,2,null,5,null
717,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,16,8,6,24,7,2,-50,null,-50,null,-50,null,1,1,1,null,null,0,0,0,2,23,0,0,0,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,13,20,14,20,null,null,null,null,null,null,null,null,null,null,null,null,1,15,null,null,null,null,null,BASTOS,COPAS,ESPADAS,COPAS,COPAS,ESPADAS,null,null,null,null,null,null,0,0,0,0,-50,-50,-50,-50,-50,-50,null,null,16,7,7,0,1,0,2,null,0,2,5,3,1,1,1,1,3,null,646,0,2,null,0,null
718,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,42,16,16,40,2,1,16,1,42,40,-50,null,1,1,1,null,null,0,0,0,7,29,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,2,2,0,0,0,1,3,14,20,17,20,null,null,null,null,null,null,null,null,null,null,null,null,1,13,null,null,null,null,null,ESPADAS,COPAS,BASTOS,OURO,BASTOS,BASTOS,BASTOS,BASTOS,ESPADAS,OURO,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,41,16,16,1,1,0,2,null,0,0,3,2,1,1,1,1,0,null,647,0,2,null,5,null
719,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,42,24,16,16,2,2,16,16,42,2,-50,null,0,1,1,null,null,2,0,0,29,27,0,1,2,null,null,null,null,null,null,null,null,2,null,1,1,0,0,0,0,0,1,1,17,20,20,20,null,4,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,ESPADAS,OURO,ESPADAS,BASTOS,BASTOS,OURO,ESPADAS,BASTOS,ESPADAS,BASTOS,null,null,0,0,0,0,16,3,-50,43,144,-50,null,null,41,16,16,0,0,0,2,null,0,1,1,3,0,1,1,1,1,null,648,0,2,null,0,null
720,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,24,12,4,8,7,6,24,6,4,7,12,8,1,2,1,null,null,0,0,0,7,0,0,0,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,20,20,21,20,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,ESPADAS,OURO,COPAS,ESPADAS,COPAS,BASTOS,ESPADAS,BASTOS,COPAS,COPAS,OURO,ESPADAS,0,0,0,0,7,7,7,144,43,80,null,null,16,12,3,4,2,0,0,null,1,0,1,3,1,2,1,1,0,null,649,0,2,null,5,null
721,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,1,42,12,7,50,16,3,7,50,12,3,42,16,2,1,1,null,null,0,0,0,7,29,0,0,0,2,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,21,20,22,23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,COPAS,OURO,BASTOS,BASTOS,BASTOS,OURO,BASTOS,COPAS,BASTOS,ESPADAS,BASTOS,0,0,0,0,51,3,16,43,80,144,null,null,41,12,7,0,0,1,1,null,0,1,1,3,2,1,1,1,3,null,650,0,2,null,0,null
723,9c1c5aa3-fd4a-4e73-8f52-351f37f7b801,2,42,8,7,24,6,2,-50,null,-50,null,-50,null,1,1,1,null,null,0,0,0,7,23,0,0,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,22,25,1,0,null,null,null,null,null,null,2,1,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,COPAS,OURO,OURO,OURO,COPAS,null,null,null,null,null,null,0,0,0,0,-50,-50,-50,-50,-50,-50,null,null,41,7,7,2,1,0,2,null,0,0,1,3,1,1,1,1,0,null,652,0,2,null,5,null
724,86adf893-7755-4fa8-b627-0bcfa2457e39,1,52,24,2,8,7,3,24,3,2,7,52,8,1,2,1,null,null,0,0,0,26,6,0,0,0,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,0,1,2,0,0,2,0,null,null,null,null,null,null,null,null,null,null,null,null,1,13,14,null,null,null,null,ESPADAS,OURO,ESPADAS,BASTOS,COPAS,OURO,OURO,OURO,ESPADAS,COPAS,ESPADAS,BASTOS,0,0,0,0,3,7,7,80,43,144,null,null,51,16,3,0,2,0,0,null,1,1,1,5,1,2,1,1,3,null,653,0,2,null,0,null
725,86adf893-7755-4fa8-b627-0bcfa2457e39,2,8,7,3,8,7,3,3,8,8,7,7,3,2,1,1,null,null,2,0,0,6,26,1,2,1,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,2,0,3,1,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,null,null,ESPADAS,OURO,BASTOS,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,ESPADAS,ESPADAS,OURO,ESPADAS,0,0,0,0,7,7,3,43,144,80,null,null,7,7,3,5,0,3,1,null,0,0,1,3,2,1,1,1,0,null,654,0,-1,null,6,null
726,86adf893-7755-4fa8-b627-0bcfa2457e39,1,24,6,2,40,16,3,6,16,-15,null,-15,null,2,2,2,null,null,1,0,0,25,28,0,2,2,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,1,2,1,3,1,3,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,BASTOS,BASTOS,OURO,COPAS,COPAS,BASTOS,COPAS,null,null,null,null,0,0,0,0,16,-15,-15,80,-15,-15,null,null,16,7,3,0,0,4,0,null,2,5,5,5,2,2,2,2,3,null,655,0,-2,null,0,null
727,86adf893-7755-4fa8-b627-0bcfa2457e39,2,50,24,24,16,4,3,-50,16,-50,null,-50,null,1,1,1,null,null,1,0,0,24,7,2,1,1,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,3,4,5,4,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,BASTOS,BASTOS,ESPADAS,OURO,COPAS,ESPADAS,null,OURO,null,null,null,null,0,0,0,0,16,-50,-50,-50,-50,-50,null,null,51,16,16,2,1,0,2,null,0,0,5,3,1,1,1,1,0,null,656,0,1,null,4,null
728,86adf893-7755-4fa8-b627-0bcfa2457e39,1,16,8,2,12,1,1,8,12,-15,null,-15,null,2,2,2,null,null,0,0,0,5,4,0,0,0,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,1,2,1,5,4,5,5,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,23,null,null,BASTOS,OURO,COPAS,COPAS,ESPADAS,BASTOS,OURO,COPAS,null,null,null,null,0,0,0,0,12,-15,-15,80,-15,-15,null,null,16,7,3,0,0,4,0,null,2,5,5,5,2,2,2,2,3,null,657,0,1,null,0,null
729,86adf893-7755-4fa8-b627-0bcfa2457e39,2,8,6,1,50,16,3,1,16,6,3,8,50,2,1,2,null,null,0,0,0,4,6,0,0,0,null,null,null,null,null,null,null,null,null,null,2,2,0,0,0,0,0,2,2,5,5,5,7,null,null,null,null,null,null,null,null,null,null,null,null,1,14,13,null,null,null,null,OURO,ESPADAS,COPAS,BASTOS,OURO,ESPADAS,COPAS,OURO,ESPADAS,ESPADAS,OURO,BASTOS,0,0,0,0,16,3,-15,43,80,144,null,null,7,7,3,5,0,1,1,null,0,0,1,5,2,1,2,1,0,null,658,0,1,null,5,null
730,86adf893-7755-4fa8-b627-0bcfa2457e39,1,52,7,3,40,24,2,7,2,52,null,-50,null,1,1,1,null,null,0,0,0,6,7,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,0,1,2,5,7,7,7,null,null,null,null,null,null,2,2,null,null,null,null,1,null,13,null,null,null,null,ESPADAS,BASTOS,COPAS,OURO,ESPADAS,BASTOS,BASTOS,BASTOS,ESPADAS,null,null,null,0,0,0,0,3,-50,-50,80,-50,-50,null,null,51,7,3,0,1,0,2,null,0,1,1,5,1,1,1,1,3,null,659,0,1,null,0,null
731,86adf893-7755-4fa8-b627-0bcfa2457e39,2,52,24,16,16,3,2,24,16,16,null,-50,null,1,1,1,null,null,2,0,0,3,27,0,2,2,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,7,7,8,9,null,null,null,null,null,null,2,2,null,null,null,null,1,13,null,null,null,null,null,ESPADAS,COPAS,OURO,BASTOS,OURO,BASTOS,COPAS,BASTOS,OURO,null,null,null,0,0,0,0,16,-50,-50,80,-50,-50,null,null,51,16,16,1,1,0,2,null,0,0,1,3,1,1,1,1,0,null,660,0,-2,null,6,null
732,86adf893-7755-4fa8-b627-0bcfa2457e39,1,7,4,2,7,3,2,4,7,7,2,2,null,2,1,2,null,null,1,0,0,25,6,2,1,1,null,null,null,null,null,null,null,null,null,null,2,3,0,0,0,0,1,2,1,8,9,9,10,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,null,null,COPAS,BASTOS,COPAS,BASTOS,OURO,ESPADAS,BASTOS,BASTOS,COPAS,ESPADAS,COPAS,null,0,0,0,0,7,3,-15,80,144,43,null,null,7,3,3,0,0,3,1,null,0,5,5,5,2,1,2,1,5,null,661,0,1,null,0,null
733,86adf893-7755-4fa8-b627-0bcfa2457e39,2,16,16,3,42,16,8,3,16,16,8,16,42,2,1,2,null,null,1,0,0,28,27,0,1,2,null,null,null,null,null,null,null,null,null,null,1,3,2,3,0,0,0,2,3,9,10,11,13,null,null,null,null,null,null,null,null,null,null,null,null,1,null,13,null,null,31,31,OURO,ESPADAS,ESPADAS,ESPADAS,BASTOS,ESPADAS,ESPADAS,BASTOS,OURO,ESPADAS,ESPADAS,ESPADAS,0,0,0,0,16,7,-15,43,80,80,null,null,16,16,3,5,0,1,1,null,0,0,3,2,2,1,2,1,0,null,662,0,2,null,5,null
734,86adf893-7755-4fa8-b627-0bcfa2457e39,1,12,3,2,24,8,2,3,8,-10,24,-10,null,2,2,2,null,null,1,0,0,26,28,0,2,2,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,2,1,11,13,11,16,null,null,null,null,null,null,1,2,null,null,null,null,1,14,14,null,null,null,null,OURO,COPAS,OURO,COPAS,ESPADAS,COPAS,COPAS,ESPADAS,null,COPAS,null,null,0,0,0,0,7,16,-15,80,-15,-15,null,null,12,3,3,0,0,4,0,null,2,5,1,3,2,2,2,2,3,null,663,0,-2,null,0,null
735,86adf893-7755-4fa8-b627-0bcfa2457e39,2,8,7,1,12,6,1,7,6,1,12,-50,1,1,2,1,null,null,0,0,0,4,25,0,0,0,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,2,1,1,11,16,12,16,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,null,null,BASTOS,OURO,ESPADAS,OURO,COPAS,OURO,OURO,COPAS,ESPADAS,OURO,null,OURO,0,0,0,0,7,12,-50,80,43,-50,null,null,7,7,3,4,2,0,0,null,2,0,5,5,1,2,1,1,0,null,664,0,-2,null,5,null
736,86adf893-7755-4fa8-b627-0bcfa2457e39,1,8,8,1,52,24,7,8,7,1,52,8,24,1,2,2,null,null,0,0,0,4,3,0,0,0,null,null,null,null,null,null,null,null,null,null,2,3,0,0,0,0,0,2,2,12,16,12,18,null,null,null,null,null,null,null,null,null,null,null,null,1,14,13,null,null,null,31,ESPADAS,OURO,COPAS,ESPADAS,OURO,COPAS,OURO,COPAS,COPAS,ESPADAS,ESPADAS,OURO,0,0,0,0,7,51,-15,80,43,80,null,null,7,7,3,0,2,0,0,null,1,5,1,5,1,2,2,1,3,null,665,0,-2,null,0,null
737,86adf893-7755-4fa8-b627-0bcfa2457e39,2,24,8,3,16,7,3,8,7,3,16,-50,3,1,2,1,null,null,0,0,0,6,26,0,0,0,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,2,1,1,12,18,13,18,null,null,null,null,null,null,null,null,null,null,null,null,1,14,null,null,null,null,null,ESPADAS,BASTOS,OURO,BASTOS,COPAS,COPAS,BASTOS,COPAS,OURO,BASTOS,null,COPAS,0,0,0,0,7,16,-50,80,43,-50,null,null,16,7,3,4,2,0,0,null,2,0,5,5,1,2,1,1,0,null,666,0,-2,null,5,null
738,86adf893-7755-4fa8-b627-0bcfa2457e39,1,42,8,3,40,7,4,8,4,3,7,42,40,1,2,1,null,null,0,0,0,27,7,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,2,3,0,0,0,1,3,13,18,16,18,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,31,ESPADAS,ESPADAS,OURO,OURO,ESPADAS,BASTOS,ESPADAS,BASTOS,OURO,ESPADAS,ESPADAS,OURO,0,0,0,0,3,7,41,80,43,144,null,null,41,7,3,0,2,0,0,null,1,1,3,2,1,2,1,1,3,null,667,0,-2,null,0,null
739,86adf893-7755-4fa8-b627-0bcfa2457e39,2,42,24,24,16,8,1,24,1,-50,null,-50,null,1,1,1,null,null,2,0,0,7,26,1,2,1,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,2,1,1,16,18,17,19,null,null,null,null,null,null,null,null,null,null,null,null,1,13,null,null,null,null,null,ESPADAS,BASTOS,OURO,BASTOS,COPAS,BASTOS,OURO,BASTOS,null,null,null,null,0,0,0,0,3,-50,-50,43,-50,-50,null,null,41,16,16,1,1,0,2,null,0,0,5,5,1,1,1,1,0,null,668,0,-1,null,6,null
740,86adf893-7755-4fa8-b627-0bcfa2457e39,1,7,3,3,24,8,6,3,6,-10,8,-10,null,2,2,2,null,null,1,0,0,26,23,2,1,1,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,2,1,17,19,18,20,null,null,null,null,null,null,1,2,null,null,null,null,null,null,null,null,null,null,null,ESPADAS,ESPADAS,BASTOS,COPAS,ESPADAS,COPAS,ESPADAS,COPAS,null,ESPADAS,null,null,0,0,0,0,7,7,-15,43,-15,-15,null,null,7,3,3,0,0,4,0,null,2,5,1,3,2,2,2,2,5,null,669,0,1,null,0,null
741,86adf893-7755-4fa8-b627-0bcfa2457e39,2,16,6,2,7,3,1,16,7,2,3,-50,1,1,2,1,null,null,2,0,0,5,30,1,2,1,null,null,null,null,null,null,null,null,null,null,1,3,0,0,0,0,2,1,1,18,20,19,21,null,null,null,null,null,null,null,null,null,null,null,null,1,14,14,null,null,null,null,OURO,ESPADAS,COPAS,BASTOS,COPAS,COPAS,OURO,BASTOS,COPAS,COPAS,null,COPAS,0,0,0,0,7,3,-50,144,43,-50,null,null,16,7,3,4,2,0,0,null,2,0,5,5,1,2,1,1,0,null,670,0,-1,null,6,null
742,86adf893-7755-4fa8-b627-0bcfa2457e39,1,24,16,6,24,8,8,6,8,16,8,24,24,2,1,0,null,null,0,0,0,3,23,0,0,0,null,null,null,null,null,null,null,null,null,null,1,2,0,0,0,0,0,2,2,19,21,19,23,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,COPAS,BASTOS,OURO,ESPADAS,ESPADAS,COPAS,OURO,COPAS,BASTOS,ESPADAS,COPAS,ESPADAS,0,0,0,0,7,7,16,43,80,144,null,null,16,16,7,0,0,1,1,null,0,5,1,5,2,1,0,1,3,null,671,0,-1,null,0,null
743,86adf893-7755-4fa8-b627-0bcfa2457e39,2,42,16,16,16,7,2,-50,7,-50,null,-50,null,1,1,1,null,null,2,0,1,29,27,2,1,2,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,2,1,1,19,23,22,23,null,null,null,null,null,null,null,null,null,null,null,null,1,null,14,null,null,null,null,ESPADAS,BASTOS,ESPADAS,OURO,COPAS,OURO,null,COPAS,null,null,null,null,0,0,0,0,7,-50,-50,-50,-50,-50,null,null,41,16,16,2,1,0,2,null,0,0,5,3,1,1,1,1,0,null,672,0,2,null,4,null
745,86adf893-7755-4fa8-b627-0bcfa2457e39,1,24,7,2,7,4,1,7,7,24,1,-50,null,0,1,1,null,null,0,0,0,5,27,0,0,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1,1,25,23,1,0,null,null,null,null,null,null,null,null,null,null,null,null,1,14,null,null,null,null,null,BASTOS,OURO,ESPADAS,COPAS,COPAS,OURO,OURO,COPAS,BASTOS,OURO,null,null,0,0,0,0,7,3,-50,80,144,-50,null,null,16,7,3,0,0,0,2,null,0,5,1,3,0,1,1,1,3,null,674,0,2,null,0,null
